Study ID,Study Name,Study Description,Study Contact,Line ID,Line Name,Line Description,Control,Strain(s),Line Experimenter,Line Contact,Protocol ID,Protocol Name,Assay ID,Assay Name,Type,Formal Type ID,Measurement Updated,X Units,Y Units,0.0
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5302,yRL7-253,None,F,,,,1,Targeted Proteomics,5362,yRL7-253,"R-linalool synthase, chloroplastic",sp|Q8H2B4|LLOS_MENAQ,2020-02-19 20:28:48.594547+00:00,hours,,7154.36
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5302,yRL7-253,None,F,,,,1,Targeted Proteomics,5362,yRL7-253,"Geraniol synthase, chloroplastic",sp|Q6USK1|GERS_OCIBA,2020-02-19 20:28:48.594547+00:00,hours,,2727.57667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5302,yRL7-253,None,F,,,,1,Targeted Proteomics,5362,yRL7-253,Farnesyl pyrophosphate synthase,sp|P08524|FPPS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,25980.67333
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5302,yRL7-253,None,F,,,,1,Targeted Proteomics,5362,yRL7-253,Hydroxymethylglutaryl-CoA synthase,sp|P54839|HMCS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,18254.78
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5303,yRL7-A3,None,F,,,,1,Targeted Proteomics,5363,yRL7-A3,"R-linalool synthase, chloroplastic",sp|Q8H2B4|LLOS_MENAQ,2020-02-19 20:28:48.594547+00:00,hours,,12366.91333
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5303,yRL7-A3,None,F,,,,1,Targeted Proteomics,5363,yRL7-A3,"Geraniol synthase, chloroplastic",sp|Q6USK1|GERS_OCIBA,2020-02-19 20:28:48.594547+00:00,hours,,965.126
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5303,yRL7-A3,None,F,,,,1,Targeted Proteomics,5363,yRL7-A3,Farnesyl pyrophosphate synthase,sp|P08524|FPPS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,45493.35667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5303,yRL7-A3,None,F,,,,1,Targeted Proteomics,5363,yRL7-A3,Hydroxymethylglutaryl-CoA synthase,sp|P54839|HMCS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,51190.31
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5304,yRL7-252,None,F,,,,1,Targeted Proteomics,5364,yRL7-252,"R-linalool synthase, chloroplastic",sp|Q8H2B4|LLOS_MENAQ,2020-02-19 20:28:48.594547+00:00,hours,,1250.89333
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5304,yRL7-252,None,F,,,,1,Targeted Proteomics,5364,yRL7-252,"Geraniol synthase, chloroplastic",sp|Q6USK1|GERS_OCIBA,2020-02-19 20:28:48.594547+00:00,hours,,550.4797
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5304,yRL7-252,None,F,,,,1,Targeted Proteomics,5364,yRL7-252,Farnesyl pyrophosphate synthase,sp|P08524|FPPS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,17722.06667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5304,yRL7-252,None,F,,,,1,Targeted Proteomics,5364,yRL7-252,Hydroxymethylglutaryl-CoA synthase,sp|P54839|HMCS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,11475.07667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5305,yRL7-257,None,F,,,,1,Targeted Proteomics,5365,yRL7-257,"R-linalool synthase, chloroplastic",sp|Q8H2B4|LLOS_MENAQ,2020-02-19 20:28:48.594547+00:00,hours,,8351.27
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5305,yRL7-257,None,F,,,,1,Targeted Proteomics,5365,yRL7-257,"Geraniol synthase, chloroplastic",sp|Q6USK1|GERS_OCIBA,2020-02-19 20:28:48.594547+00:00,hours,,1704.69333
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5305,yRL7-257,None,F,,,,1,Targeted Proteomics,5365,yRL7-257,Farnesyl pyrophosphate synthase,sp|P08524|FPPS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,41299.71333
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5305,yRL7-257,None,F,,,,1,Targeted Proteomics,5365,yRL7-257,Hydroxymethylglutaryl-CoA synthase,sp|P54839|HMCS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,14500.28333
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5306,yRL7-269,None,F,,,,1,Targeted Proteomics,5366,yRL7-269,"R-linalool synthase, chloroplastic",sp|Q8H2B4|LLOS_MENAQ,2020-02-19 20:28:48.594547+00:00,hours,,3897.48667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5306,yRL7-269,None,F,,,,1,Targeted Proteomics,5366,yRL7-269,"Geraniol synthase, chloroplastic",sp|Q6USK1|GERS_OCIBA,2020-02-19 20:28:48.594547+00:00,hours,,5965.89333
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5306,yRL7-269,None,F,,,,1,Targeted Proteomics,5366,yRL7-269,Farnesyl pyrophosphate synthase,sp|P08524|FPPS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,61582.13667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5306,yRL7-269,None,F,,,,1,Targeted Proteomics,5366,yRL7-269,Hydroxymethylglutaryl-CoA synthase,sp|P54839|HMCS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,11254.68333
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5307,yRL7-255,None,F,,,,1,Targeted Proteomics,5367,yRL7-255,"R-linalool synthase, chloroplastic",sp|Q8H2B4|LLOS_MENAQ,2020-02-19 20:28:48.594547+00:00,hours,,6239.28
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5307,yRL7-255,None,F,,,,1,Targeted Proteomics,5367,yRL7-255,"Geraniol synthase, chloroplastic",sp|Q6USK1|GERS_OCIBA,2020-02-19 20:28:48.594547+00:00,hours,,2339.72013
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5307,yRL7-255,None,F,,,,1,Targeted Proteomics,5367,yRL7-255,Farnesyl pyrophosphate synthase,sp|P08524|FPPS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,12135.97347
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5307,yRL7-255,None,F,,,,1,Targeted Proteomics,5367,yRL7-255,Hydroxymethylglutaryl-CoA synthase,sp|P54839|HMCS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,10083.61333
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5308,yRL7-273,None,F,,,,1,Targeted Proteomics,5368,yRL7-273,"R-linalool synthase, chloroplastic",sp|Q8H2B4|LLOS_MENAQ,2020-02-19 20:28:48.594547+00:00,hours,,13508.28333
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5308,yRL7-273,None,F,,,,1,Targeted Proteomics,5368,yRL7-273,"Geraniol synthase, chloroplastic",sp|Q6USK1|GERS_OCIBA,2020-02-19 20:28:48.594547+00:00,hours,,3775.02667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5308,yRL7-273,None,F,,,,1,Targeted Proteomics,5368,yRL7-273,Farnesyl pyrophosphate synthase,sp|P08524|FPPS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,60292.77667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5308,yRL7-273,None,F,,,,1,Targeted Proteomics,5368,yRL7-273,Hydroxymethylglutaryl-CoA synthase,sp|P54839|HMCS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,13516.54667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5309,yRL7-261,None,F,,,,1,Targeted Proteomics,5369,yRL7-261,"R-linalool synthase, chloroplastic",sp|Q8H2B4|LLOS_MENAQ,2020-02-19 20:28:48.594547+00:00,hours,,2750.15667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5309,yRL7-261,None,F,,,,1,Targeted Proteomics,5369,yRL7-261,"Geraniol synthase, chloroplastic",sp|Q6USK1|GERS_OCIBA,2020-02-19 20:28:48.594547+00:00,hours,,3207.05667
5281,Hopless beer Cycle 2,"During the brewing process, S. cerevisiae converts the fermentable sugars in grains into ethanol and a host of other flavor determining by-products. Flowers of the hop plant, Humulus lupulus, are added at specific points during the brewing process and are rich in various terpenes, a class of metabolites that impart hoppy flavor and fragrance to beer. The two monoterpene molecules linalool and geraniol have been identified as primary flavor determinants by several independent sensory analyses of hop extract aroma and finished beer taste and aroma. These two molecules may be entirely responsible for floral hop aroma of Cascade hops, the most widely used hop in American craft brewing. In this work, we have engineered strains of S. cerevisiae to biosynthesize both linalool and geraniol as a product of primary metabolism, over a range of concentrations that encompass the final levels of various Cascade-hopped beers.",HGMartin@lbl.gov,5309,yRL7-261,None,F,,,,1,Targeted Proteomics,5369,yRL7-261,Farnesyl pyrophosphate synthase,sp|P08524|FPPS_YEAST,2020-02-19 20:28:48.594547+00:00,hours,,54941.55667
